model,dataset,subset,horizon,FDE,ADE,baseline_FDE,baseline_ADE,improvement,episodes,alpha,residual_magnitude,physical_validity,trial_id,stage15_model,fallback_mode
interaction_only,eth_ucy_ewap_stage14,all,1,0.603997,0.603997,0.60757,0.60757,0.00588,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,all,5,2.93413,2.93413,2.937948,2.937948,0.0013,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,all,10,5.562853,5.562853,5.566892,5.566892,0.000726,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,all,25,5.810417,5.810417,5.813266,5.813266,0.00049,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,all,50,4.309621,4.309621,4.312465,4.312465,0.000659,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,all,100,5.917901,5.917901,5.923605,5.923605,0.000963,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,easy,1,0.603997,0.603997,0.60757,0.60757,0.00588,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,easy,5,2.93413,2.93413,2.937948,2.937948,0.0013,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,easy,10,5.562853,5.562853,5.566892,5.566892,0.000726,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,easy,25,5.810417,5.810417,5.813266,5.813266,0.00049,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,easy,50,4.309621,4.309621,4.312465,4.312465,0.000659,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,easy,100,5.917901,5.917901,5.923605,5.923605,0.000963,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,ge5,1,0.603997,0.603997,0.60757,0.60757,0.00588,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,ge5,5,2.93413,2.93413,2.937948,2.937948,0.0013,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,ge5,10,5.562853,5.562853,5.566892,5.566892,0.000726,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,ge5,25,5.810417,5.810417,5.813266,5.813266,0.00049,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,ge5,50,4.309621,4.309621,4.312465,4.312465,0.000659,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,ge5,100,5.917901,5.917901,5.923605,5.923605,0.000963,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,verified_t100,100,5.917901,5.917901,5.923605,5.923605,0.000963,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage14,verified_t50,50,4.309621,4.309621,4.312465,4.312465,0.000659,13,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,all,1,0.512594,0.512594,0.514271,0.514271,0.00326,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,all,5,2.434852,2.434852,2.436802,2.436802,0.0008,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,all,10,4.396262,4.396262,4.398198,4.398198,0.00044,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,all,25,3.523769,3.523769,3.524453,3.524453,0.000194,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,all,50,3.10649,3.10649,3.106566,3.106566,2.5e-05,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,all,100,5.157919,5.157919,5.16107,5.16107,0.00061,17,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,easy,1,0.512594,0.512594,0.514271,0.514271,0.00326,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,easy,5,2.434852,2.434852,2.436802,2.436802,0.0008,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,easy,10,4.396262,4.396262,4.398198,4.398198,0.00044,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,easy,25,3.523769,3.523769,3.524453,3.524453,0.000194,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,easy,50,3.10649,3.10649,3.106566,3.106566,2.5e-05,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,easy,100,5.157919,5.157919,5.16107,5.16107,0.00061,17,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,ge5,1,0.512594,0.512594,0.514271,0.514271,0.00326,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,ge5,5,2.434852,2.434852,2.436802,2.436802,0.0008,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,ge5,10,4.396262,4.396262,4.398198,4.398198,0.00044,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,ge5,25,3.523769,3.523769,3.524453,3.524453,0.000194,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,ge5,50,3.10649,3.10649,3.106566,3.106566,2.5e-05,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,ge5,100,5.157919,5.157919,5.16107,5.16107,0.00061,17,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,verified_t100,100,5.157919,5.157919,5.16107,5.16107,0.00061,17,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap_stage15,verified_t50,50,3.10649,3.10649,3.106566,3.106566,2.5e-05,83,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,all,1,0.29354,0.29354,0.291144,0.291144,-0.008229,30,0.12,0.005987,0.994013,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,all,5,1.424231,1.424231,1.422272,1.422272,-0.001378,30,0.12,0.005416,0.994584,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,all,10,2.832385,2.832385,2.832472,2.832472,3.1e-05,30,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,baseline_failure,1,0.29354,0.29354,0.291144,0.291144,-0.008229,30,0.12,0.005987,0.994013,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,baseline_failure,5,1.424231,1.424231,1.422272,1.422272,-0.001378,30,0.12,0.005416,0.994584,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,baseline_failure,10,2.832385,2.832385,2.832472,2.832472,3.1e-05,30,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,ge5,1,0.29354,0.29354,0.291144,0.291144,-0.008229,30,0.12,0.005987,0.994013,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,ge5,5,1.424231,1.424231,1.422272,1.422272,-0.001378,30,0.12,0.005416,0.994584,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,ge5,10,2.832385,2.832385,2.832472,2.832472,3.1e-05,30,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,goalbench_official,1,0.29354,0.29354,0.291144,0.291144,-0.008229,30,0.12,0.005987,0.994013,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,goalbench_official,5,1.424231,1.424231,1.422272,1.422272,-0.001378,30,0.12,0.005416,0.994584,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,goalbench_official,10,2.832385,2.832385,2.832472,2.832472,3.1e-05,30,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,hard,1,0.29354,0.29354,0.291144,0.291144,-0.008229,30,0.12,0.005987,0.994013,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,hard,5,1.424231,1.424231,1.422272,1.422272,-0.001378,30,0.12,0.005416,0.994584,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,trajnet,hard,10,2.832385,2.832385,2.832472,2.832472,3.1e-05,30,0.12,0.006,0.994,11,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,all,1,0.518277,0.518277,0.514499,0.514499,-0.007341,8,0.12,0.005862,0.994138,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,all,5,2.742476,2.742476,2.7401,2.7401,-0.000867,8,0.12,0.005155,0.994845,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,all,10,4.178976,4.178976,4.176528,4.176528,-0.000586,7,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,baseline_failure,1,0.518277,0.518277,0.514499,0.514499,-0.007341,8,0.12,0.005862,0.994138,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,baseline_failure,5,2.742476,2.742476,2.7401,2.7401,-0.000867,8,0.12,0.005155,0.994845,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,baseline_failure,10,4.178976,4.178976,4.176528,4.176528,-0.000586,7,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,ge5,1,0.518277,0.518277,0.514499,0.514499,-0.007341,8,0.12,0.005862,0.994138,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,ge5,5,2.742476,2.742476,2.7401,2.7401,-0.000867,8,0.12,0.005155,0.994845,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,ge5,10,4.178976,4.178976,4.176528,4.176528,-0.000586,7,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,goalbench_official,1,0.518277,0.518277,0.514499,0.514499,-0.007341,8,0.12,0.005862,0.994138,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,goalbench_official,5,2.742476,2.742476,2.7401,2.7401,-0.000867,8,0.12,0.005155,0.994845,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,goalbench_official,10,4.178976,4.178976,4.176528,4.176528,-0.000586,7,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,hard,1,0.518277,0.518277,0.514499,0.514499,-0.007341,8,0.12,0.005862,0.994138,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,hard,5,2.742476,2.742476,2.7401,2.7401,-0.000867,8,0.12,0.005155,0.994845,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,aerialmpt,hard,10,4.178976,4.178976,4.176528,4.176528,-0.000586,7,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,all,1,0.301239,0.301239,0.299653,0.299653,-0.005292,30,0.12,0.005966,0.994034,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,all,5,1.530397,1.530397,1.529704,1.529704,-0.000452,28,0.12,0.005572,0.994428,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,all,10,3.077831,3.077831,3.077245,3.077245,-0.000191,25,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,baseline_failure,1,0.301845,0.301845,0.300267,0.300267,-0.005255,28,0.12,0.005963,0.994037,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,baseline_failure,5,1.572681,1.572681,1.571979,1.571979,-0.000447,26,0.12,0.005556,0.994444,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,baseline_failure,10,3.208722,3.208722,3.208317,3.208317,-0.000126,23,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,easy,1,0.412752,0.412752,0.410458,0.410458,-0.005586,3,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,easy,5,1.966157,1.966157,1.962682,1.962682,-0.001771,3,0.12,0.005893,0.994107,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,easy,10,3.960948,3.960948,3.960468,3.960468,-0.000121,3,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,ge5,1,0.272273,0.272273,0.270747,0.270747,-0.005636,20,0.12,0.005948,0.994052,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,ge5,5,1.382968,1.382968,1.382494,1.382494,-0.000342,20,0.12,0.005566,0.994434,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,ge5,10,2.77681,2.77681,2.776366,2.776366,-0.00016,19,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,goalbench_official,1,0.301239,0.301239,0.299653,0.299653,-0.005292,30,0.12,0.005966,0.994034,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,goalbench_official,5,1.530397,1.530397,1.529704,1.529704,-0.000452,28,0.12,0.005572,0.994428,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,goalbench_official,10,3.077831,3.077831,3.077245,3.077245,-0.000191,25,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,hard,1,0.29803,0.29803,0.296464,0.296464,-0.005281,27,0.12,0.005962,0.994038,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,hard,5,1.514257,1.514257,1.513668,1.513668,-0.000389,25,0.12,0.005533,0.994467,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy,hard,10,3.027367,3.027367,3.026775,3.026775,-0.000196,22,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap,all,1,0.34817,0.34817,0.346507,0.346507,-0.0048,154,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap,all,5,1.605729,1.605729,1.604352,1.604352,-0.000858,132,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap,all,10,2.676164,2.676164,2.674885,2.674885,-0.000478,104,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap,all,25,2.468531,2.468531,2.466785,2.466785,-0.000708,43,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap,all,50,2.825427,2.825427,2.821185,2.821185,-0.001504,21,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap,baseline_failure,1,0.34817,0.34817,0.346507,0.346507,-0.0048,154,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap,baseline_failure,5,1.605729,1.605729,1.604352,1.604352,-0.000858,132,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap,baseline_failure,10,2.676164,2.676164,2.674885,2.674885,-0.000478,104,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap,baseline_failure,25,2.468531,2.468531,2.466785,2.466785,-0.000708,43,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap,baseline_failure,50,2.825427,2.825427,2.821185,2.821185,-0.001504,21,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
interaction_only,eth_ucy_ewap,ge5,1,0.34817,0.34817,0.346507,0.346507,-0.0048,154,0.12,0.006,0.994,12,baseline_preserving,intervention_threshold_high_alpha_regularization
